"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","PUT - Update user","chromium","2026-06-28","skipped","2026-06-28","","API/users.api.indi.spec.ts","",""
"","6242","@smoke Verify user is able to land on the product page test macbook-MacBook Air","chromium","2026-06-28","passed","2026-06-28","","search.spec.ts","",""
"","896","@smoke DELETE - delete user","chromium","2026-06-28","passed","2026-06-28","","API/users.api.indi.spec.ts","",""
"","287","Update user partial test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
"","2944","Register user Sophie","chromium","2026-06-28","passed","2026-06-28","","registerpage.spec.ts","",""
"","7499","Verify user is on Shopping Cart page","chromium","2026-06-28","passed","2026-06-28","","cartPage.spec.ts","",""
"","615","@smoke create user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
"","1001","@regression GET - get location data","chromium","2026-06-28","passed","2026-06-28","","API/amedus.oauth2.spec.ts","",""
"","1149","GET - schema validation - get user","chromium","2026-06-28","passed","2026-06-28","","API/users.api.schema.spec.ts","",""
"","3092","@regression login to app using wrong credentials with data driven test","chromium","2026-06-28","passed","2026-06-28","","loginpage.spec.ts","",""
"","2446","user is able to login test","chromium","2026-06-28","passed","2026-06-28","","loginpageBeforeFixture.spec.ts","",""
"","290","Delete user test","chromium","2026-06-28","passed","2026-06-28","","API/users.api.spec.ts","",""
